date,exchange,project,price_usd,price_orig,price_orig_symb,token_id,seller,buyer,tx_hash,used
2021-01-18 00:00:00+00:00,DCL MarketPlace,Decentraland,5847.85,9999.0,MANA,6805647338418769269267492148635364229004,0xe78de5a93d5208b68f480d1f1da1c635655785f,0x90563ee0904868142dfe8ed0f61c7b9664b5255,0x359202f9ed98f7a368ddaebb7d2c189742adbf93ed312d701e7a0ec207bc272,True
2021-01-18 00:00:00+00:00,DCL MarketPlace,Decentraland,935.656,17300.0,MANA,115792089237316195423570985008687907851908855197956810185604085578186056794053,0x25238f6f0b899dcad634047e048f3d200be4efb,0xe113e7b1e8ecd07973ea40978aed520241d17f2,0xe214f57b98cd2a7f8443d04cf4d400483bcff36e5a3f9672fe5781c03ed3d6e,True
2021-01-18 00:00:00+00:00,DCL MarketPlace,Decentraland,2339.1400000000003,12000.0,MANA,2722258935367507707706996859454145691554,0xa2efa94766ee867c91f71e8020a3c97ae687e5c,0x81e4fb0c64bf49f89b57f6648562fc9a791b2e9,0x51683836660369767fe3c2c626205b66bdaff185d7698139616ac4677c7f3c7,True
2021-01-19 00:00:00+00:00,DCL MarketPlace,Decentraland,1354.17,9000.0,MANA,19396094914493492417412352623610788053098,0xa3a8cba87b2b8694d6c3cb775f9a6eecd57ee0e,0x474346d9615f59f1b103c34508870e1369ff8dc,0x7bc5c4584191f9b5b97310d5f86e37afe47659ec1a8ba80b9040bc5c6f1957f,True
2021-01-19 00:00:00+00:00,DCL MarketPlace,Decentraland,1076.56515,8000.0,MANA,28243436454437892467460092416836761550827,0x49f33493fc3a774297db62c8432da2b9b81d285,0x9608e083fc15a5361302bc83660e24a78d10aa2,0x1c263123e8aa7adab9ea6030dcf619223fe2ed810018f41df5d6525fdde7064,True
2021-01-19 00:00:00+00:00,DCL MarketPlace,Decentraland,1083.336,8000.0,MANA,115792089237316195423570985008687907828429371880412056206631237665394050203600,0x442baed6405a8755497dfdd6dd6974d6291a7d1,0x61d663f9d0af173adbb5abe6b0f2440e89a0f27,0xe4517415362ee9314a9bcab08dee379587687bc78c00380fac759823655b6a6,True
2021-01-19 00:00:00+00:00,DCL MarketPlace,Decentraland,1218.7530000000002,8000.0,MANA,21437789116019123198192600268201397321771,0x89229af0a0a800241c1a33f70809c156a58d19d,0xfa02fc4f2b500c797fd5948e0c6856dd24bead6,0xfc19ce775335260656f22bef1e9b46996e32b4e2ae4caa1c57cb991b6db9dc4,True
2021-01-19 00:00:00+00:00,DCL MarketPlace,Decentraland,2559.3813,15000.0,MANA,115792089237316195423570985008687907840339254722644902427849348925505937604729,0xb79deec031aec829ce4cf38e1d53df5b6f50668,0x83a4423b9bae24fd1a277cf7a032a7cc61ba8dc,0x23b7d6ad562443ff9cbaa35166708062cccbc0ae268f9759e6da0a154961a83,True
2021-01-19 00:00:00+00:00,DCL MarketPlace,Decentraland,1083.336,50000.0,MANA,115792089237316195423570985008687907828429371880412056206631237665394050203602,0x442baed6405a8755497dfdd6dd6974d6291a7d1,0x1f6994764c80d550ce3ce792775d38b072f8630,0xa242883a1ef825c52fdf66948a1b62f54edfb05a5a0a920e5da3b6ac1960721,True
2021-01-19 00:00:00+00:00,DCL MarketPlace,Decentraland,1083.336,20000.0,MANA,115792089237316195423570985008687907828429371880412056206631237665394050203601,0x442baed6405a8755497dfdd6dd6974d6291a7d1,0x1f6994764c80d550ce3ce792775d38b072f8630,0x2f4a386b8f4770a0f5df79c3a93be120a9b85279d4e582dbf4651d1ee3eb55e,True
